ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
254~266,hif2a,9,CNSc1cccc(F)c1C#N,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,c[1*]F.c[2*]C#N.S[3*]NC~S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]
266~215,hif2a,8,FCc1c(CF)c(F)c2[nH]ncc2c1CF,N#CCc1c(F)cccc1Cl,C[5*]F.C[6*]F.C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.C[2*]C#N.c[3*]Cl
215~266,hif2a,8,N#CCc1c(F)cccc1Cl,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[1*]F.C[2*]C#N.c[3*]Cl~C[5*]F.C[6*]F.C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]
266~234,hif2a,8,FCc1c(CF)c(F)c2[nH]ncc2c1CF,N#Cc1ccccc1Cl,C[5*]F.C[6*]F.C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]Cl.c[2*]C#N
234~266,hif2a,8,N#Cc1ccccc1Cl,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[1*]Cl.c[2*]C#N~C[5*]F.C[6*]F.C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]
256~237,hif2a,5,NSc1ccccc1F,N#Cc1ccccc1SC(F)F,c[1*]F.S[2*]N~c[1*]C#N.S[2*]C(F)F
237~256,hif2a,5,N#Cc1ccccc1SC(F)F,NSc1ccccc1F,c[1*]C#N.S[2*]C(F)F~c[1*]F.S[2*]N
256~25,hif2a,3,Nc1cccc2cc(F)cc(F)c12,FC(F)c1cccc2cncc(Cl)c12,c[1*]:cc(F)cc(F)c:[2*].c[3*]N~c[1*]:cc(Cl)cnc:[2*].c[3*]C(F)F
25~256,hif2a,3,FC(F)c1cccc2cncc(Cl)c12,Nc1cccc2cc(F)cc(F)c12,c[1*]:cc(Cl)cnc:[2*].c[3*]C(F)F~c[1*]:cc(F)cc(F)c:[2*].c[3*]N
256~252,hif2a,2,Fc1ccccc1,N#Cc1ccccc1,c[1*]F~c[1*]C#N
252~256,hif2a,2,N#Cc1ccccc1,Fc1ccccc1,c[1*]C#N~c[1*]F
256~57,hif2a,8,NCc1c(CF)ccc(SF)c1F,N#Cc1ccccc1SC(F)(F)F,C[3*]F.C[4*]N.c[1*]F.S[2*]F~c[1*]C#N.S[2*]C(F)(F)F
57~256,hif2a,8,N#Cc1ccccc1SC(F)(F)F,NCc1c(CF)ccc(SF)c1F,c[1*]C#N.S[2*]C(F)(F)F~C[3*]F.C[4*]N.c[1*]F.S[2*]F
256~235,hif2a,5,Nc1cccc2cc(F)cc(F)c12,N#Cc1cc2cccc(C(F)(F)F)c2cn1,c[1*]:cc(F)cc(F)c:[2*].c[3*]N~c[1*]:cncc(C#N)c:[2*].c[3*]C(F)(F)F
235~256,hif2a,5,N#Cc1cc2cccc(C(F)(F)F)c2cn1,Nc1cccc2cc(F)cc(F)c12,c[1*]:cncc(C#N)c:[2*].c[3*]C(F)(F)F~c[1*]:cc(F)cc(F)c:[2*].c[3*]N
256~227,hif2a,7,Nc1c(CF)cccc1SF,N#Cc1ccccc1SC(F)(F)F,C[2*]F.c[3*]N.S[1*]F~c[1*]C#N.S[2*]C(F)(F)F
227~256,hif2a,7,N#Cc1ccccc1SC(F)(F)F,Nc1c(CF)cccc1SF,c[1*]C#N.S[2*]C(F)(F)F~C[2*]F.c[3*]N.S[1*]F
256~336,hif2a,3,FCc1ccccc1F,N#CCc1ccccc1F,C[2*]F.c[1*]F~CH[2*]C#N.c[1*]F
336~256,hif2a,3,N#CCc1ccccc1F,FCc1ccccc1F,CH[2*]C#N.c[1*]F~C[2*]F.c[1*]F
256~7b,hif2a,6,NCc1c(CF)ccc(SF)c1F,CCc1cccc(Cl)c1SC(F)F,C[3*]F.C[4*]N.c[2*]F.S[1*]F~c[2*]Cl.S[3*]C(F)F.CH[1*]C
7b~256,hif2a,6,CCc1cccc(Cl)c1SC(F)F,NCc1c(CF)ccc(SF)c1F,c[2*]Cl.S[3*]C(F)F.CH[1*]C~C[3*]F.C[4*]N.c[2*]F.S[1*]F
256~156,hif2a,8,NSc1c(F)c(F)cc(CF)c1CF,N#Cc1ccccc1SC(F)F,c[3*]F.c[4*]F.S[5*]N.C[1*]F.C[2*]F~c[1*]C#N.S[2*]C(F)F
156~256,hif2a,8,N#Cc1ccccc1SC(F)F,NSc1c(F)c(F)cc(CF)c1CF,c[1*]C#N.S[2*]C(F)F~c[3*]F.c[4*]F.S[5*]N.C[1*]F.C[2*]F
256~165,hif2a,4,NSc1cccc(CO)c1F,CSc1cccc(CN)c1C#N,CH[1*]O.c[2*]F.S[3*]N~CH[1*]N.c[2*]C#N.S[3*]C
165~256,hif2a,4,CSc1cccc(CN)c1C#N,NSc1cccc(CO)c1F,CH[1*]N.c[2*]C#N.S[3*]C~CH[1*]O.c[2*]F.S[3*]N
256~163,hif2a,3,NSc1ccccc1F,CSc1ccccc1C#N,c[1*]F.S[2*]N~c[1*]C#N.S[2*]C
163~256,hif2a,3,CSc1ccccc1C#N,NSc1ccccc1F,c[1*]C#N.S[2*]C~c[1*]F.S[2*]N
256~290,hif2a,7,NSc1cccc(CO)c1F,N#Cc1c(CN)cccc1SC(F)(F)F,CH[1*]O.c[2*]F.S[3*]N~CH[1*]N.c[2*]C#N.S[3*]C(F)(F)F
290~256,hif2a,7,N#Cc1c(CN)cccc1SC(F)(F)F,NSc1cccc(CO)c1F,CH[1*]N.c[2*]C#N.S[3*]C(F)(F)F~CH[1*]O.c[2*]F.S[3*]N
256~206,hif2a,4,NSc1ccccc1F,CCSc1ccccc1C#N,c[1*]F.S[2*]N~c[1*]C#N.S[2*]CC
206~256,hif2a,4,CCSc1ccccc1C#N,NSc1ccccc1F,c[1*]C#N.S[2*]CC~c[1*]F.S[2*]N
256~289,hif2a,4,Nc1c(CF)cccc1SF,CSc1cccc(CC#N)c1F,C[2*]F.c[3*]N.S[1*]F~CH[2*]C#N.c[1*]F.S[3*]C
289~256,hif2a,4,CSc1cccc(CC#N)c1F,Nc1c(CF)cccc1SF,CH[2*]C#N.c[1*]F.S[3*]C~C[2*]F.c[3*]N.S[1*]F
256~1,hif2a,6,NCc1c(CF)ccc(SF)c1F,FC(F)Sc1ccccc1Cl,C[3*]F.C[4*]N.c[2*]F.S[1*]F~c[1*]Cl.S[2*]C(F)F
1~256,hif2a,6,FC(F)Sc1ccccc1Cl,NCc1c(CF)ccc(SF)c1F,c[1*]Cl.S[2*]C(F)F~C[3*]F.C[4*]N.c[2*]F.S[1*]F
256~155,hif2a,7,NCc1c(CF)ccc(SF)c1F,N#Cc1ccccc1SC(F)F,C[3*]F.C[4*]N.c[1*]F.S[2*]F~c[1*]C#N.S[2*]C(F)F
155~256,hif2a,7,N#Cc1ccccc1SC(F)F,NCc1c(CF)ccc(SF)c1F,c[1*]C#N.S[2*]C(F)F~C[3*]F.C[4*]N.c[1*]F.S[2*]F
256~167,hif2a,5,NSc1cccc(F)c1F,N#Cc1cccc(Cl)c1SCF,c[1*]F.c[2*]F.S[3*]N~c[2*]C#N.S[3*]CF.c[1*]Cl
167~256,hif2a,5,N#Cc1cccc(Cl)c1SCF,NSc1cccc(F)c1F,c[2*]C#N.S[3*]CF.c[1*]Cl~c[1*]F.c[2*]F.S[3*]N
256~67,hif2a,4,NS(=O)(=O)c1ccccc1,N#Cc1ccccc1,c[1*]S(N)(=O)=O~c[1*]C#N
67~256,hif2a,4,N#Cc1ccccc1,NS(=O)(=O)c1ccccc1,c[1*]C#N~c[1*]S(N)(=O)=O
256~23,hif2a,5,NCc1cccc(CF)c1SF,OSc1ccccc1CC(F)F,C[3*]N.S[1*]F.C[2*]F~CH[2*]C(F)F.S[1*]O
23~256,hif2a,5,OSc1ccccc1CC(F)F,NCc1cccc(CF)c1SF,CH[2*]C(F)F.S[1*]O~C[3*]N.S[1*]F.C[2*]F
256~338,hif2a,3,Fc1ccccc1,N#CCc1ccccc1F,c[1*]F~CH[2*]C#N.c[1*]F
338~256,hif2a,3,N#CCc1ccccc1F,Fc1ccccc1,CH[2*]C#N.c[1*]F~c[1*]F
256~61,hif2a,5,Nc1c(CF)ccc(CF)c1SF,FCSc1ccccc1Cl,C[3*]F.c[4*]N.S[1*]F.C[2*]F~c[1*]Cl.S[2*]CF
61~256,hif2a,5,FCSc1ccccc1Cl,Nc1c(CF)ccc(CF)c1SF,c[1*]Cl.S[2*]CF~C[3*]F.c[4*]N.S[1*]F.C[2*]F
256~231,hif2a,4,Nc1c(CF)cccc1SF,CSc1ccccc1C#N,C[2*]F.c[3*]N.S[1*]F~c[1*]C#N.S[2*]C
231~256,hif2a,4,CSc1ccccc1C#N,Nc1c(CF)cccc1SF,c[1*]C#N.S[2*]C~C[2*]F.c[3*]N.S[1*]F
256~254,hif2a,3,Fc1ccccc1,CNc1ccccc1C#N,c[1*]F~c[1*]C#N.N[2*]C
254~256,hif2a,3,CNc1ccccc1C#N,Fc1ccccc1,c[1*]C#N.N[2*]C~c[1*]F
256~215,hif2a,4,NSc1ccccc1F,N#Cc1ccccc1SCCl,c[1*]F.S[2*]N~c[1*]C#N.S[2*]CCl
215~256,hif2a,4,N#Cc1ccccc1SCCl,NSc1ccccc1F,c[1*]C#N.S[2*]CCl~c[1*]F.S[2*]N
256~234,hif2a,4,NSc1cccc(F)c1F,CSc1cccc(Cl)c1C#N,c[1*]F.c[2*]F.S[3*]N~c[1*]Cl.c[2*]C#N.S[3*]C
234~256,hif2a,4,CSc1cccc(Cl)c1C#N,NSc1cccc(F)c1F,c[1*]Cl.c[2*]C#N.S[3*]C~c[1*]F.c[2*]F.S[3*]N
35~30,hif2a,0,OCc1ccccc1Cl,N#Cc1ccccc1Cl,c[1*]CO.c[2*]Cl~c[1*]Cl.c[2*]C#N
30~35,hif2a,0,N#Cc1ccccc1Cl,OCc1ccccc1Cl,c[1*]Cl.c[2*]C#N~c[1*]CO.c[2*]Cl
35~41,hif2a,0,N#Cc1ccccc1,Clc1ccccc1,c[1*]C#N~c[1*]Cl
41~35,hif2a,0,Clc1ccccc1,N#Cc1ccccc1,c[1*]Cl~c[1*]C#N
35~50,hif2a,3,OCc1cccc(CF)c1CF,c1ccccc1,C[3*]F.C[2*]F.C[1*]O~
50~35,hif2a,3,c1ccccc1,OCc1cccc(CF)c1CF,~C[3*]F.C[2*]F.C[1*]O
35~54,hif2a,3,N#Cc1cccc(CF)c1CF,FCc1ccccc1CF,C[2*]F.C[1*]F.C[3*]#N~C[2*]F.C[1*]F
54~35,hif2a,3,FCc1ccccc1CF,N#Cc1cccc(CF)c1CF,C[2*]F.C[1*]F~C[2*]F.C[1*]F.C[3*]#N
35~84,hif2a,6,N#Cc1ccccc1CO,O=C1OCc2ccccc21,c[2*]CO.c[1*]C#N~c[1*]C(=O)OC[2*]
84~35,hif2a,6,O=C1OCc2ccccc21,N#Cc1ccccc1CO,c[1*]C(=O)OC[2*]~c[2*]CO.c[1*]C#N
35~43,hif2a,3,N#Cc1c(F)cccc1Cl,N#Cc1ccccc1Cl,c[3*]Cl.c[1*]C#N.c[2*]F~c[2*]C#N.c[1*]Cl
43~35,hif2a,3,N#Cc1ccccc1Cl,N#Cc1c(F)cccc1Cl,c[2*]C#N.c[1*]Cl~c[3*]Cl.c[1*]C#N.c[2*]F
35~124,hif2a,4,N#Cc1ccccc1CO,FCc1cccc(CF)c1CF,c[1*]CO.C[2*]#N~C[1*]F.C[2*]F.C[3*]F
124~35,hif2a,4,FCc1cccc(CF)c1CF,N#Cc1ccccc1CO,C[1*]F.C[2*]F.C[3*]F~c[1*]CO.C[2*]#N
35~31,hif2a,4,Oc1c(Cl)cccc1CF,N#Cc1ccccc1,c[3*]Cl.c[1*]O.C[2*]F~c[1*]C#N
31~35,hif2a,4,N#Cc1ccccc1,Oc1c(Cl)cccc1CF,c[1*]C#N~c[3*]Cl.c[1*]O.C[2*]F
35~42,hif2a,0,N#Cc1ccccc1Cl,N#Cc1ccccc1Cl,c[2*]Cl.c[1*]C#N~c[2*]C#N.c[1*]Cl
42~35,hif2a,0,N#Cc1ccccc1Cl,N#Cc1ccccc1Cl,c[2*]C#N.c[1*]Cl~c[2*]Cl.c[1*]C#N
30~41,hif2a,0,N#Cc1cccc(Cl)c1C#N,OCc1cccc(Cl)c1Cl,c[2*]Cl.c[3*]C#N.c[1*]C#N~c[2*]CO.c[3*]Cl.c[1*]Cl
41~30,hif2a,0,OCc1cccc(Cl)c1Cl,N#Cc1cccc(Cl)c1C#N,c[2*]CO.c[3*]Cl.c[1*]Cl~c[2*]Cl.c[3*]C#N.c[1*]C#N
30~50,hif2a,3,N#Cc1c(Cl)ccc(CF)c1CF,Cc1ccccc1Cl,c[1*]Cl.c[2*]C#N.C[3*]F.C[4*]F~c[1*]C.c[2*]Cl
50~30,hif2a,3,Cc1ccccc1Cl,N#Cc1c(Cl)ccc(CF)c1CF,c[1*]C.c[2*]Cl~c[1*]Cl.c[2*]C#N.C[3*]F.C[4*]F
30~54,hif2a,3,N#Cc1cc(Cl)c(C#N)c(CF)c1CF,OCc1ccc(CF)c(CF)c1Cl,c[1*]Cl.c[2*]C#N.C[3*]F.C[4*]F.C[5*]#N~c[1*]CO.c[2*]Cl.C[3*]F.C[4*]F
54~30,hif2a,3,OCc1ccc(CF)c(CF)c1Cl,N#Cc1cc(Cl)c(C#N)c(CF)c1CF,c[1*]CO.c[2*]Cl.C[3*]F.C[4*]F~c[1*]Cl.c[2*]C#N.C[3*]F.C[4*]F.C[5*]#N
30~84,hif2a,5,N#Cc1cccc(Cl)c1C#N,O=C1OCc2cccc(Cl)c21,c[2*]Cl.c[3*]C#N.c[1*]C#N~c[1*]C(=O)OC[2*].c[3*]Cl
84~30,hif2a,5,O=C1OCc2cccc(Cl)c21,N#Cc1cccc(Cl)c1C#N,c[1*]C(=O)OC[2*].c[3*]Cl~c[2*]Cl.c[3*]C#N.c[1*]C#N
30~43,hif2a,1,N#Cc1cccc(Cl)c1F,OCc1ccccc1Cl,c[2*]Cl.c[3*]F.c[1*]C#N~c[2*]CO.c[1*]Cl
43~30,hif2a,1,OCc1ccccc1Cl,N#Cc1cccc(Cl)c1F,c[2*]CO.c[1*]Cl~c[2*]Cl.c[3*]F.c[1*]C#N
30~124,hif2a,3,N#Cc1cccc(Cl)c1C#N,FCc1ccc(CCl)c(F)c1CF,c[1*]Cl.c[2*]C#N.C[3*]#N~C[1*]Cl.c[2*]F.C[3*]F.C[4*]F
124~30,hif2a,3,FCc1ccc(CCl)c(F)c1CF,N#Cc1cccc(Cl)c1C#N,C[1*]Cl.c[2*]F.C[3*]F.C[4*]F~c[1*]Cl.c[2*]C#N.C[3*]#N
30~31,hif2a,2,Fc1ccccc1Cl,Cc1ccccc1,c[1*]Cl.c[2*]F~c[1*]C
31~30,hif2a,2,Cc1ccccc1,Fc1ccccc1Cl,c[1*]C~c[1*]Cl.c[2*]F
30~42,hif2a,0,N#Cc1ccccc1Cl,OCc1ccccc1Cl,c[2*]Cl.c[1*]C#N~c[2*]CO.c[1*]Cl
42~30,hif2a,0,OCc1ccccc1Cl,N#Cc1ccccc1Cl,c[2*]CO.c[1*]Cl~c[2*]Cl.c[1*]C#N
237~25,hif2a,7,N#Cc1cc(F)c2ccccc2c1,Clc1cncc2ccccc12,c[1*]:cc(F)cc(C#N)c:[2*]~c[1*]:cc(Cl)cnc:[2*]
25~237,hif2a,7,Clc1cncc2ccccc12,N#Cc1cc(F)c2ccccc2c1,c[1*]:cc(Cl)cnc:[2*]~c[1*]:cc(F)cc(C#N)c:[2*]
237~252,hif2a,3,FC(F)Sc1ccccc1,NSc1ccccc1,S[1*]C(F)F~S[1*]N
252~237,hif2a,3,NSc1ccccc1,FC(F)Sc1ccccc1,S[1*]N~S[1*]C(F)F
237~57,hif2a,2,FCc1ccccc1CF,FCc1ccccc1,C[1*]F.C[2*]F~C[1*]F
57~237,hif2a,2,FCc1ccccc1,FCc1ccccc1CF,C[1*]F~C[1*]F.C[2*]F
237~235,hif2a,9,N#Cc1cc(F)c2ccccc2c1,N#Cc1cc2cccc(F)c2cn1,c[1*]:cc(F)cc(C#N)c:[2*]~c[1*]:cncc(C#N)c:[2*].c[3*]F
235~237,hif2a,9,N#Cc1cc2cccc(F)c2cn1,N#Cc1cc(F)c2ccccc2c1,c[1*]:cncc(C#N)c:[2*].c[3*]F~c[1*]:cc(F)cc(C#N)c:[2*]
237~227,hif2a,1,FCc1ccccc1,FCc1ccccc1,C[1*]F~C[1*]F
227~237,hif2a,1,FCc1ccccc1,FCc1ccccc1,C[1*]F~C[1*]F
237~336,hif2a,4,FCc1ccccc1SC(F)F,NSc1ccccc1CF,S[2*]C(F)F.C[1*]F~CH[1*]F.S[2*]N
336~237,hif2a,4,NSc1ccccc1CF,FCc1ccccc1SC(F)F,CH[1*]F.S[2*]N~S[2*]C(F)F.C[1*]F
237~7b,hif2a,4,N#Cc1cccc(CF)c1CF,CCc1ccccc1Cl,c[3*]C#N.C[1*]F.C[2*]F~c[2*]Cl.CH[1*]C
7b~237,hif2a,4,CCc1ccccc1Cl,N#Cc1cccc(CF)c1CF,c[2*]Cl.CH[1*]C~c[3*]C#N.C[1*]F.C[2*]F
237~156,hif2a,3,FCc1cccc(F)c1CF,c1ccccc1,c[1*]F.C[2*]F.C[3*]F~
156~237,hif2a,3,c1ccccc1,FCc1cccc(F)c1CF,~c[1*]F.C[2*]F.C[3*]F
237~7a,hif2a,4,N#Cc1cccc(CF)c1CF,CCc1ccccc1Cl,c[3*]C#N.C[2*]F.C[1*]F~c[2*]Cl.CH[1*]C
7a~237,hif2a,4,CCc1ccccc1Cl,N#Cc1cccc(CF)c1CF,c[2*]Cl.CH[1*]C~c[3*]C#N.C[2*]F.C[1*]F
237~165,hif2a,3,OCc1cccc(CF)c1CF,NCc1ccccc1,CH[1*]O.C[2*]F.C[3*]F~CH[1*]N
165~237,hif2a,3,NCc1ccccc1,OCc1cccc(CF)c1CF,CH[1*]N~CH[1*]O.C[2*]F.C[3*]F
237~163,hif2a,2,FCc1ccccc1CF,c1ccccc1,C[1*]F.C[2*]F~
163~237,hif2a,2,c1ccccc1,FCc1ccccc1CF,~C[1*]F.C[2*]F
237~290,hif2a,2,OCc1ccccc1,NCc1ccccc1CF,CH[1*]O~CH[1*]N.C[2*]F
290~237,hif2a,2,NCc1ccccc1CF,OCc1ccccc1,CH[1*]N.C[2*]F~CH[1*]O
237~206,hif2a,2,FCc1ccccc1CF,CCc1ccccc1,C[2*]F.C[1*]F~C[1*]C
206~237,hif2a,2,CCc1ccccc1,FCc1ccccc1CF,C[1*]C~C[2*]F.C[1*]F
237~289,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1,C[1*]F.C[2*]F.C[3*]F~CH[1*]F
289~237,hif2a,3,FCc1ccccc1,FCc1cccc(CF)c1CF,CH[1*]F~C[1*]F.C[2*]F.C[3*]F
237~251,hif2a,5,N#Cc1ccccc1SC(F)F,CNSc1ccccc1F,c[1*]C#N.S[2*]C(F)F~c[1*]F.S[2*]NC
251~237,hif2a,5,CNSc1ccccc1F,N#Cc1ccccc1SC(F)F,c[1*]F.S[2*]NC~c[1*]C#N.S[2*]C(F)F
237~1,hif2a,4,N#Cc1cccc(CF)c1CF,Clc1ccccc1,c[3*]C#N.C[2*]F.C[1*]F~c[1*]Cl
1~237,hif2a,4,Clc1ccccc1,N#Cc1cccc(CF)c1CF,c[1*]Cl~c[3*]C#N.C[2*]F.C[1*]F
237~167,hif2a,2,FCc1ccccc1F,Clc1ccccc1,C[2*]F.c[1*]F~c[1*]Cl
167~237,hif2a,2,Clc1ccccc1,FCc1ccccc1F,c[1*]Cl~C[2*]F.c[1*]F
237~67,hif2a,8,N#Cc1ccccc1S(=O)(=O)C(F)F,N#Cc1ccccc1F,c[2*]C#N.c[1*]S(=O)(=O)C(F)F~c[2*]F.c[1*]C#N
67~237,hif2a,8,N#Cc1ccccc1F,N#Cc1ccccc1S(=O)(=O)C(F)F,c[2*]F.c[1*]C#N~c[2*]C#N.c[1*]S(=O)(=O)C(F)F
237~23,hif2a,4,N#Cc1cccc(CF)c1CF,Oc1ccccc1CF,c[3*]C#N.C[1*]F.C[2*]F~CH[2*]F.c[1*]O
23~237,hif2a,4,Oc1ccccc1CF,N#Cc1cccc(CF)c1CF,CH[2*]F.c[1*]O~c[3*]C#N.C[1*]F.C[2*]F
237~338,hif2a,4,FC(F)Sc1ccccc1,NSc1ccccc1CF,S[1*]C(F)F~CH[1*]F.S[2*]N
338~237,hif2a,4,NSc1ccccc1CF,FC(F)Sc1ccccc1,CH[1*]F.S[2*]N~S[1*]C(F)F
237~61,hif2a,5,N#Cc1ccc(CF)c(CF)c1CF,Clc1ccccc1,c[3*]C#N.C[2*]F.C[1*]F.C[4*]F~c[1*]Cl
61~237,hif2a,5,Clc1ccccc1,N#Cc1ccc(CF)c(CF)c1CF,c[1*]Cl~c[3*]C#N.C[2*]F.C[1*]F.C[4*]F
237~231,hif2a,3,FCc1cccc(CF)c1CF,c1ccccc1,C[1*]F.C[3*]F.C[2*]F~
231~237,hif2a,3,c1ccccc1,FCc1cccc(CF)c1CF,~C[1*]F.C[3*]F.C[2*]F
237~254,hif2a,3,FC(F)Sc1ccccc1,CNSc1ccccc1,S[1*]C(F)F~S[1*]NC
254~237,hif2a,3,CNSc1ccccc1,FC(F)Sc1ccccc1,S[1*]NC~S[1*]C(F)F
237~215,hif2a,2,FCc1ccccc1CF,ClCc1ccccc1,C[1*]F.C[2*]F~C[1*]Cl
215~237,hif2a,2,ClCc1ccccc1,FCc1ccccc1CF,C[1*]Cl~C[1*]F.C[2*]F
237~234,hif2a,3,FCc1cccc(F)c1CF,Clc1ccccc1,C[2*]F.C[3*]F.c[1*]F~c[1*]Cl
234~237,hif2a,3,Clc1ccccc1,FCc1cccc(F)c1CF,c[1*]Cl~C[2*]F.C[3*]F.c[1*]F
25~252,hif2a,10,FC(F)c1cccc2cc(Cl)ncc12,N#Cc1cc(F)cc2cccc(N)c12,c[1*]:cncc(Cl)c:[2*].c[3*]C(F)F~c[1*]:cc(C#N)cc(F)c:[2*].c[3*]N
252~25,hif2a,10,N#Cc1cc(F)cc2cccc(N)c12,FC(F)c1cccc2cc(Cl)ncc12,c[1*]:cc(C#N)cc(F)c:[2*].c[3*]N~c[1*]:cncc(Cl)c:[2*].c[3*]C(F)F
25~235,hif2a,1,Clc1ccccc1,N#Cc1ccccc1CF,c[1*]Cl~c[1*]C#N.C[2*]F
235~25,hif2a,1,N#Cc1ccccc1CF,Clc1ccccc1,c[1*]C#N.C[2*]F~c[1*]Cl
25~15,hif2a,7,Clc1cncc2ccccc12,N#Cc1cc(F)cc2ccccc12,c[1*]:cc(Cl)cnc:[2*]~c[1*]:cc(C#N)cc(F)c:[2*]
15~25,hif2a,7,N#Cc1cc(F)cc2ccccc12,Clc1cncc2ccccc12,c[1*]:cc(C#N)cc(F)c:[2*]~c[1*]:cc(Cl)cnc:[2*]
25~165,hif2a,10,OCc1cc2cncc(Cl)c2c(F)c1CF,N#Cc1cc(F)cc2cccc(CN)c12,CH[1*]O.c[2*]:cc(Cl)cnc:[3*].c[5*]F.C[4*]F~CH[1*]N.c[2*]:cc(C#N)cc(F)c:[3*]
165~25,hif2a,10,N#Cc1cc(F)cc2cccc(CN)c12,OCc1cc2cncc(Cl)c2c(F)c1CF,CH[1*]N.c[2*]:cc(C#N)cc(F)c:[3*]~CH[1*]O.c[2*]:cc(Cl)cnc:[3*].c[5*]F.C[4*]F
25~163,hif2a,9,FCc1ccc2cc(Cl)ncc2c1F,N#Cc1cc(F)cc2ccccc12,c[1*]:cncc(Cl)c:[2*].c[4*]F.C[3*]F~c[1*]:cc(C#N)cc(F)c:[2*]
163~25,hif2a,9,N#Cc1cc(F)cc2ccccc12,FCc1ccc2cc(Cl)ncc2c1F,c[1*]:cc(C#N)cc(F)c:[2*]~c[1*]:cncc(Cl)c:[2*].c[4*]F.C[3*]F
25~290,hif2a,9,OCc1cccc2cc(Cl)ncc12,N#Cc1cc(F)cc2ccc(CN)c(F)c12,CH[1*]O.c[2*]:cncc(Cl)c:[3*]~CH[1*]N.c[2*]:cc(C#N)cc(F)c:[3*].c[4*]F
290~25,hif2a,9,N#Cc1cc(F)cc2ccc(CN)c(F)c12,OCc1cccc2cc(Cl)ncc12,CH[1*]N.c[2*]:cc(C#N)cc(F)c:[3*].c[4*]F~CH[1*]O.c[2*]:cncc(Cl)c:[3*]
25~206,hif2a,9,FCc1ccc2cc(Cl)ncc2c1F,Cc1cccc2cc(C#N)cc(F)c12,c[1*]:cncc(Cl)c:[2*].c[4*]F.C[3*]F~c[1*]:cc(F)cc(C#N)c:[2*].c[3*]C
206~25,hif2a,9,Cc1cccc2cc(C#N)cc(F)c12,FCc1ccc2cc(Cl)ncc2c1F,c[1*]:cc(F)cc(C#N)c:[2*].c[3*]C~c[1*]:cncc(Cl)c:[2*].c[4*]F.C[3*]F
25~289,hif2a,10,FCc1cc2cncc(Cl)c2c(F)c1CF,N#Cc1cc(F)c2c(F)cccc2c1,c[2*]:cc(Cl)cnc:[3*].c[5*]F.C[4*]F.C[1*]F~c[2*]:cc(F)cc(C#N)c:[3*].c[1*]F
289~25,hif2a,10,N#Cc1cc(F)c2c(F)cccc2c1,FCc1cc2cncc(Cl)c2c(F)c1CF,c[2*]:cc(F)cc(C#N)c:[3*].c[1*]F~c[2*]:cc(Cl)cnc:[3*].c[5*]F.C[4*]F.C[1*]F
25~251,hif2a,3,FC(F)c1cccc2cc(Cl)ncc12,CNc1cccc2cc(F)cc(F)c12,c[1*]:cncc(Cl)c:[2*].c[3*]C(F)F~c[1*]:cc(F)cc(F)c:[2*].c[3*]NC
251~25,hif2a,3,CNc1cccc2cc(F)cc(F)c12,FC(F)c1cccc2cc(Cl)ncc12,c[1*]:cc(F)cc(F)c:[2*].c[3*]NC~c[1*]:cncc(Cl)c:[2*].c[3*]C(F)F
25~164,hif2a,10,OCc1cc2cncc(Cl)c2c(F)c1CF,N#Cc1cc(F)cc2cccc(CN)c12,CH[1*]O.c[2*]:cc(Cl)cnc:[3*].c[4*]F.C[5*]F~CH[1*]N.c[2*]:cc(C#N)cc(F)c:[3*]
164~25,hif2a,10,N#Cc1cc(F)cc2cccc(CN)c12,OCc1cc2cncc(Cl)c2c(F)c1CF,CH[1*]N.c[2*]:cc(C#N)cc(F)c:[3*]~CH[1*]O.c[2*]:cc(Cl)cnc:[3*].c[4*]F.C[5*]F
25~167,hif2a,8,Fc1cccc2cc(Cl)ncc12,N#Cc1cc(Cl)c2ccccc2c1,c[1*]:cncc(Cl)c:[2*].c[3*]F~c[1*]:cc(Cl)cc(C#N)c:[2*]
167~25,hif2a,8,N#Cc1cc(Cl)c2ccccc2c1,Fc1cccc2cc(Cl)ncc12,c[1*]:cc(Cl)cc(C#N)c:[2*]~c[1*]:cncc(Cl)c:[2*].c[3*]F
25~67,hif2a,6,O=S(=O)(c1cccc2cc(Cl)ncc12)C(F)F,N#Cc1cccc2cc(F)cc(F)c12,c[2*]:cncc(Cl)c:[3*].c[1*]S(=O)(=O)C(F)F~c[2*]:cc(F)cc(F)c:[3*].c[1*]C#N
67~25,hif2a,6,N#Cc1cccc2cc(F)cc(F)c12,O=S(=O)(c1cccc2cc(Cl)ncc12)C(F)F,c[2*]:cc(F)cc(F)c:[3*].c[1*]C#N~c[2*]:cncc(Cl)c:[3*].c[1*]S(=O)(=O)C(F)F
