ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
25~234,hif2a,9,FCc1ccc2cc(Cl)ncc2c1F,N#Cc1cc(Cl)c2ccccc2c1,c[1*]:cncc(Cl)c:[2*].c[4*]F.C[3*]F~c[1*]:cc(Cl)cc(C#N)c:[2*]
41~50,hif2a,5,OCc1ccc(CF)c(CF)c1Cl,N#Cc1ccccc1,C[3*]F.C[4*]F.c[2*]Cl.C[1*]O~c[1*]C#N
41~54,hif2a,4,FCc1cccc(Cl)c1CF,FC(F)c1ccccc1,C[2*]F.C[3*]F.c[1*]Cl~c[1*]C(F)F
41~84,hif2a,5,OCc1ccccc1Cl,O=C1OCc2ccccc21,c[2*]CO.c[1*]Cl~c[1*]C(=O)OC[2*]
41~43,hif2a,3,Fc1ccccc1Cl,N#Cc1ccccc1,c[2*]Cl.c[1*]F~c[1*]C#N
41~124,hif2a,4,OCc1ccccc1Cl,FCc1ccccc1C(F)F,c[2*]CO.c[1*]Cl~c[1*]C(F)F.C[2*]F
41~31,hif2a,4,OCc1c(F)ccc(Cl)c1Cl,N#Cc1ccccc1C#N,c[4*]Cl.c[2*]Cl.C[1*]O.c[3*]F~c[2*]C#N.c[1*]C#N
50~54,hif2a,3,N#Cc1ccccc1,OCc1cccc(CF)c1CF,C[1*]#N~C[1*]O.C[2*]F.C[3*]F
50~84,hif2a,6,Cc1ccccc1C#N,O=C1OCc2ccc(CF)c(F)c21,c[2*]C.c[1*]C#N~c[1*]C(=O)OC[2*].c[3*]F.C[4*]F
50~43,hif2a,7,N#Cc1c(F)cccc1Cl,N#Cc1cc(CO)c(Cl)c(CF)c1CF,c[3*]Cl.c[1*]C#N.c[2*]F~c[5*]C#N.C[4*]F.C[3*]F.c[2*]Cl.C[1*]O
50~124,hif2a,5,Cc1ccccc1C#N,FCc1cc(CF)c(CF)c(CF)c1CF,c[1*]C.C[2*]#N~C[2*]F.C[3*]F.C[1*]F.C[5*]F.C[4*]F
50~31,hif2a,4,Fc1ccccc1Cl,N#CCc1cccc(F)c1CF,c[2*]Cl.c[1*]F~C[3*]C#N.C[2*]F.c[1*]F
50~42,hif2a,5,N#Cc1ccccc1Cl,N#Cc1cc(CO)c(Cl)c(CF)c1CF,c[2*]Cl.c[1*]C#N~c[5*]C#N.C[4*]F.C[3*]F.c[2*]Cl.C[1*]O
54~84,hif2a,7,OCc1ccccc1C(F)F,O=C1OCc2ccc(CF)c(F)c21,c[2*]CO.c[1*]C(F)F~c[1*]C(=O)OC[2*].c[3*]F.C[4*]F
54~43,hif2a,6,Fc1cccc(Cl)c1C(F)F,N#Cc1ccc(Cl)c(CF)c1CF,c[3*]Cl.c[1*]C(F)F.c[2*]F~c[4*]C#N.C[3*]F.C[2*]F.c[1*]Cl
54~124,hif2a,4,OCc1ccccc1,FCc1cccc(CF)c1CF,c[1*]CO~C[1*]F.C[2*]F.C[3*]F
54~31,hif2a,4,OCc1c(F)c(Cl)cc(CF)c1CF,N#Cc1ccc(C#N)c(CF)c1CF,c[3*]Cl.c[2*]F.C[1*]O.C[4*]F.C[5*]F~c[3*]C#N.C[1*]F.C[2*]F.C[4*]#N
54~42,hif2a,6,FC(F)c1ccccc1Cl,N#Cc1ccc(Cl)c(CF)c1CF,c[2*]Cl.c[1*]C(F)F~c[4*]C#N.C[2*]F.C[3*]F.c[1*]Cl
252~57,hif2a,6,NCc1cccc(CF)c1SF,FC(F)(F)Sc1ccccc1,C[3*]N.S[2*]F.C[1*]F~S[1*]C(F)(F)F
252~227,hif2a,5,NCc1ccccc1SF,FC(F)(F)Sc1ccccc1,C[2*]N.S[1*]F~S[1*]C(F)(F)F
252~336,hif2a,1,FCc1ccccc1,FCc1ccccc1,C[1*]F~CH[1*]F
252~7b,hif2a,6,N#Cc1ccc(CF)c(CF)c1SN,CCc1cccc(Cl)c1SC(F)F,c[3*]C#N.S[4*]N.C[2*]F.C[1*]F~c[2*]Cl.S[3*]C(F)F.CH[1*]C
252~156,hif2a,6,NCc1c(CF)ccc(SF)c1F,FC(F)Sc1ccccc1,C[3*]F.C[4*]N.c[1*]F.S[2*]F~S[1*]C(F)F
252~15,hif2a,3,NSc1ccccc1,FC(F)Sc1ccccc1,S[1*]N~S[1*]C(F)F
252~165,hif2a,2,NSc1ccccc1CO,CSc1ccccc1CN,CH[1*]O.S[2*]N~CH[1*]N.S[2*]C
252~163,hif2a,1,NSc1ccccc1,CSc1ccccc1,S[1*]N~S[1*]C
252~290,hif2a,5,NSc1ccccc1CO,NCc1ccccc1SC(F)(F)F,CH[1*]O.S[2*]N~CH[1*]N.S[2*]C(F)(F)F
252~206,hif2a,2,NSc1ccccc1,CCSc1ccccc1,S[1*]N~S[1*]CC
252~289,hif2a,2,NCc1ccccc1SF,CSc1ccccc1CF,C[2*]N.S[1*]F~CH[1*]F.S[2*]C
252~251,hif2a,3,N#Cc1ccccc1,CNc1ccccc1F,c[1*]C#N~c[1*]F.N[2*]C
252~1,hif2a,7,N#Cc1ccc(CF)c(CF)c1SN,FC(F)Sc1ccccc1Cl,c[3*]C#N.S[4*]N.C[1*]F.C[2*]F~c[1*]Cl.S[2*]C(F)F
252~155,hif2a,5,NCc1cccc(CF)c1SF,FC(F)Sc1ccccc1,C[3*]N.S[1*]F.C[2*]F~S[1*]C(F)F
252~167,hif2a,3,NSc1ccccc1F,FCc1ccccc1SCl,c[1*]F.S[2*]N~c[2*]CF.S[1*]Cl
252~67,hif2a,6,N#Cc1ccccc1S(N)(=O)=O,N#Cc1ccccc1F,c[2*]C#N.c[1*]S(N)(=O)=O~c[2*]F.c[1*]C#N
252~23,hif2a,6,N#Cc1ccc(CF)c(CF)c1SN,OCc1cccc(F)c1SC(F)F,c[3*]C#N.S[4*]N.C[1*]F.C[2*]F~c[2*]F.S[3*]C(F)F.CH[1*]O
252~338,hif2a,1,c1ccccc1,FCc1ccccc1,~CH[1*]F
252~61,hif2a,6,N#Cc1ccc(CF)c(CF)c1SN,FCSc1ccccc1Cl,c[3*]C#N.S[4*]N.C[1*]F.C[2*]F~c[1*]Cl.S[2*]CF
252~231,hif2a,2,NCc1ccccc1SF,CSc1ccccc1,C[2*]N.S[1*]F~S[1*]C
252~215,hif2a,2,NSc1ccccc1,ClCSc1ccccc1,S[1*]N~S[1*]CCl
252~234,hif2a,2,NSc1ccccc1F,CSc1ccccc1Cl,c[1*]F.S[2*]N~c[1*]Cl.S[2*]C
57~336,hif2a,6,FC(F)(F)Sc1ccccc1,NCc1cccc(CF)c1SF,S[1*]C(F)(F)F~CH[1*]F.S[2*]F.CH[3*]N
57~7b,hif2a,3,N#Cc1ccccc1CF,CCc1ccccc1Cl,c[1*]C#N.C[2*]F~c[2*]Cl.CH[1*]C
57~156,hif2a,2,FCc1ccccc1F,c1ccccc1,C[1*]F.c[2*]F~
57~15,hif2a,2,FCc1ccccc1,FCc1ccccc1CF,C[1*]F~C[2*]F.C[1*]F
57~165,hif2a,4,OCc1ccc(CF)c(CF)c1CF,NCc1cccc(CF)c1CF,CH[1*]O.C[3*]F.C[2*]F.C[4*]F~CH[1*]N.C[3*]F.C[2*]F
57~163,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1CF,C[1*]F.C[3*]F.C[2*]F~C[1*]F.C[2*]F
57~290,hif2a,3,OCc1ccccc1,NCc1cccc(CF)c1CF,CH[1*]O~CH[1*]N.C[3*]F.C[2*]F
57~206,hif2a,3,FCc1cccc(CF)c1CF,CCc1cccc(CF)c1CF,C[2*]F.C[3*]F.C[1*]F~C[1*]F.C[2*]F.C[3*]C
57~289,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1CF,C[3*]F.C[2*]F.C[1*]F~CH[1*]F.CH[2*]F
57~251,hif2a,9,N#Cc1ccccc1SC(F)(F)F,CNSc1c(F)ccc(CF)c1CF,c[1*]C#N.S[2*]C(F)(F)F~c[3*]F.S[4*]NC.C[1*]F.C[2*]F
57~1,hif2a,1,N#Cc1ccccc1CF,Clc1ccccc1,c[1*]C#N.C[2*]F~c[1*]Cl
57~155,hif2a,1,FCc1ccccc1,c1ccccc1,C[1*]F~
57~164,hif2a,4,OCc1ccc(CF)c(CF)c1CF,NCc1cccc(CF)c1CF,CH[1*]O.C[2*]F.C[3*]F.C[4*]F~CH[1*]N.C[3*]F.C[2*]F
57~167,hif2a,3,FCc1cccc(F)c1CF,FCc1cccc(Cl)c1CF,C[1*]F.C[3*]F.c[2*]F~c[3*]Cl.C[1*]F.C[2*]F
57~23,hif2a,3,N#Cc1ccccc1CF,Oc1ccccc1CF,c[1*]C#N.C[2*]F~CH[2*]F.c[1*]O
57~338,hif2a,7,FC(F)(F)Sc1ccccc1,NCc1ccc(CF)c(CF)c1SF,S[1*]C(F)(F)F~CH[1*]F.C[3*]F.S[2*]F.C[4*]N
57~61,hif2a,2,N#CCc1cccc(CF)c1F,Clc1ccccc1,C[1*]C#N.c[2*]F.C[3*]F~c[1*]Cl
57~231,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1,C[1*]F.C[3*]F.C[2*]F~CH[1*]F
57~254,hif2a,7,FC(F)(F)Sc1ccccc1,CNCc1cccc(CF)c1SF,S[1*]C(F)(F)F~C[3*]NC.S[1*]F.C[2*]F
57~215,hif2a,3,FCc1cccc(CF)c1CF,FCc1cccc(CCl)c1CF,C[2*]F.C[3*]F.C[1*]F~C[2*]F.C[1*]F.C[3*]Cl
57~234,hif2a,4,FCc1ccc(CF)c(CF)c1F,FCc1cccc(CCl)c1F,C[1*]F.C[2*]F.c[3*]F.C[4*]F~C[3*]Cl.c[1*]F.C[2*]F
84~43,hif2a,5,O=C1OCc2ccc(F)c(Cl)c21,N#Cc1c(Cl)cccc1CO,c[1*]C(=O)OC[2*].c[3*]F.c[4*]Cl~c[2*]CO.c[3*]C#N.c[1*]Cl
84~124,hif2a,5,O=C1OCc2ccccc21,FCc1ccccc1C(F)F,c[1*]C(=O)OC[2*]~c[1*]C(F)F.C[2*]F
84~31,hif2a,5,O=C1OCc2ccc(F)c(Cl)c21,Cc1cccc(C#N)c1C#N,c[1*]C(=O)OC[2*].c[3*]F.c[4*]Cl~c[2*]C.c[3*]C#N.c[1*]C#N
84~42,hif2a,5,O=C1OCc2cccc(Cl)c21,N#Cc1c(Cl)cccc1CO,c[1*]C(=O)OC[2*].c[3*]Cl~c[2*]CO.c[3*]C#N.c[1*]Cl
235~15,hif2a,9,N#Cc1cncc2cccc(F)c12,N#Cc1cc(F)c2ccccc2c1,c[1*]:cc(C#N)cnc:[2*].c[3*]F~c[1*]:cc(F)cc(C#N)c:[2*]
235~290,hif2a,9,N#Cc1cncc2cccc(CO)c12,N#Cc1cc(F)c2c(CN)cccc2c1,CH[1*]O.c[2*]:cc(C#N)cnc:[3*]~CH[1*]N.c[2*]:cc(F)cc(C#N)c:[3*]
235~251,hif2a,5,N#Cc1cncc2cccc(C(F)(F)F)c12,CNc1cccc2cc(F)cc(F)c12,c[1*]:cc(C#N)cnc:[2*].c[3*]C(F)(F)F~c[1*]:cc(F)cc(F)c:[2*].c[3*]NC
235~167,hif2a,10,N#Cc1cncc2ccc(CF)c(F)c12,N#Cc1cc(Cl)cc2ccccc12,c[1*]:cc(C#N)cnc:[2*].c[4*]F.C[3*]F~c[1*]:cc(C#N)cc(Cl)c:[2*]
235~67,hif2a,8,N#Cc1cncc2cccc(S(=O)(=O)C(F)(F)F)c12,N#Cc1cccc2cc(F)cc(F)c12,c[2*]:cc(C#N)cnc:[3*].c[1*]S(=O)(=O)C(F)(F)F~c[2*]:cc(F)cc(F)c:[3*].c[1*]C#N
227~336,hif2a,5,FC(F)(F)Sc1ccccc1,NSc1ccccc1CF,S[1*]C(F)(F)F~CH[1*]F.S[2*]N
227~7b,hif2a,2,N#Cc1cccc(CF)c1CF,CCc1ccccc1Cl,c[2*]C#N.C[1*]F.CH[3*]F~c[2*]Cl.CH[1*]C
227~156,hif2a,3,FCc1cccc(CF)c1F,c1ccccc1,C[2*]F.c[1*]F.CH[3*]F~
227~165,hif2a,4,OCc1ccc(CF)c(CF)c1CF,NCc1ccccc1CF,CH[1*]O.C[2*]F.C[3*]F.C[4*]F~CH[1*]N.C[2*]F
227~163,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1,C[2*]F.C[3*]F.C[1*]F~C[1*]F
227~206,hif2a,3,FCc1cccc(CF)c1CF,CCc1ccccc1CF,C[2*]F.C[1*]F.C[3*]F~C[1*]F.C[2*]C
227~289,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1,C[2*]F.C[1*]F.C[3*]F~CH[1*]F
227~251,hif2a,8,N#Cc1ccccc1SC(F)(F)F,CNc1c(CF)cccc1SF,c[1*]C#N.S[2*]C(F)(F)F~C[2*]F.c[3*]NC.S[1*]F
227~1,hif2a,4,N#Cc1cccc(CF)c1CF,Clc1ccccc1,c[2*]C#N.C[1*]F.CH[3*]F~c[1*]Cl
227~155,hif2a,2,FCc1ccccc1CF,c1ccccc1,C[1*]F.CH[2*]F~
227~164,hif2a,4,OCc1ccc(CF)c(CF)c1CF,NCc1ccccc1CF,CH[1*]O.C[4*]F.C[2*]F.C[3*]F~CH[1*]N.C[2*]F
227~167,hif2a,3,FCc1cccc(F)c1CF,FCc1ccccc1Cl,C[1*]F.C[3*]F.c[2*]F~c[2*]Cl.C[1*]F
227~67,hif2a,9,N#Cc1ccccc1S(=O)(=O)C(F)(F)F,N#Cc1cccc(CF)c1F,c[2*]C#N.c[1*]S(=O)(=O)C(F)(F)F~C[3*]F.c[1*]F.c[2*]C#N
227~23,hif2a,4,N#Cc1cccc(CF)c1CF,Oc1ccccc1CF,c[2*]C#N.C[1*]F.CH[3*]F~CH[2*]F.c[1*]O
227~338,hif2a,6,FC(F)(F)Sc1ccccc1,NSc1cccc(CF)c1CF,S[1*]C(F)(F)F~CH[2*]F.C[1*]F.S[3*]N
227~61,hif2a,5,N#Cc1ccc(CF)c(CF)c1CF,Clc1ccccc1,c[2*]C#N.CH[1*]F.C[4*]F.C[3*]F~c[1*]Cl
227~254,hif2a,6,FC(F)(F)Sc1ccccc1,CNCc1ccccc1SF,S[1*]C(F)(F)F~C[2*]NC.S[1*]F
227~215,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1CCl,C[1*]F.C[3*]F.C[2*]F~C[1*]F.C[2*]Cl
227~234,hif2a,4,FCc1ccc(F)c(CF)c1CF,Fc1ccccc1CCl,C[1*]F.C[4*]F.C[2*]F.c[3*]F~C[2*]Cl.c[1*]F
336~7b,hif2a,6,N#Cc1ccc(SN)c(CF)c1CF,CCc1cccc(Cl)c1SC(F)F,c[3*]C#N.CH[1*]F.CH[2*]F.S[4*]N~c[2*]Cl.S[3*]C(F)F.CH[1*]C
336~156,hif2a,6,NCc1ccc(CF)c(SF)c1F,FC(F)Sc1ccccc1,CH[3*]F.S[1*]F.c[2*]F.CH[4*]N~S[1*]C(F)F
336~15,hif2a,4,NSc1ccccc1CF,FSc1ccccc1CC(F)F,CH[1*]F.S[2*]N~C[2*]C(F)F.S[1*]F
336~165,hif2a,3,NSc1cccc(CO)c1CF,CCc1c(CN)cccc1SF,CH[1*]O.CH[2*]F.S[3*]N~CH[1*]N.C[3*]C.S[2*]F
336~163,hif2a,2,NSc1ccccc1CF,CCc1ccccc1SF,CH[1*]F.S[2*]N~C[2*]C.S[1*]F
336~290,hif2a,6,NSc1cccc(CO)c1CF,NCc1cccc(CF)c1SC(F)(F)F,CH[1*]O.CH[2*]F.S[3*]N~CH[1*]N.S[3*]C(F)(F)F.C[2*]F
336~206,hif2a,3,NSc1ccccc1CF,CCCc1ccccc1SF,CH[1*]F.S[2*]N~C[2*]CC.S[1*]F
336~251,hif2a,4,N#CCc1ccccc1F,CNc1cccc(CF)c1F,CH[2*]C#N.c[1*]F~C[2*]F.c[1*]F.N[3*]C
336~1,hif2a,7,N#Cc1ccc(SN)c(CF)c1CF,FC(F)Sc1ccccc1Cl,c[3*]C#N.CH[1*]F.CH[2*]F.S[4*]N~c[1*]Cl.S[2*]C(F)F
336~155,hif2a,5,NCc1cccc(CF)c1SF,FC(F)Sc1ccccc1,CH[1*]F.S[2*]F.CH[3*]N~S[1*]C(F)F
336~167,hif2a,4,Nc1cccc(CF)c1SF,FCc1cccc(SF)c1CCl,CH[2*]F.S[1*]F.c[3*]N~c[3*]CF.C[2*]Cl.S[1*]F
336~67,hif2a,7,N#Cc1cccc(CF)c1S(N)(=O)=O,N#Cc1cccc(CF)c1F,c[3*]C#N.c[2*]S(N)(=O)=O.CH[1*]F~C[3*]F.c[1*]F.c[2*]C#N
336~23,hif2a,6,N#Cc1ccc(SN)c(CF)c1CF,OCc1cccc(F)c1SC(F)F,c[3*]C#N.CH[1*]F.CH[2*]F.S[4*]N~c[2*]F.S[3*]C(F)F.CH[1*]O
336~338,hif2a,1,c1ccccc1,FCc1ccccc1,~C[1*]F
336~61,hif2a,6,N#Cc1ccc(SN)c(CF)c1CF,FCSc1ccccc1Cl,c[3*]C#N.CH[1*]F.CH[2*]F.S[4*]N~c[1*]Cl.S[2*]CF
336~231,hif2a,2,NSc1ccccc1CF,CSc1ccccc1,CH[1*]F.S[2*]N~S[1*]C
336~254,hif2a,2,FCc1ccccc1,CNc1ccccc1CF,CH[1*]F~C[1*]F.N[2*]C
336~215,hif2a,3,NSc1ccccc1CF,FSc1ccccc1CCCl,CH[1*]F.S[2*]N~C[2*]CCl.S[1*]F
336~234,hif2a,3,Nc1cccc(CF)c1SF,Cc1c(CCl)cccc1SF,CH[2*]F.S[1*]F.c[3*]N~C[2*]Cl.c[3*]C.S[1*]F
7b~156,hif2a,4,CCc1cccc(F)c1Cl,N#Cc1ccccc1,c[2*]F.c[3*]Cl.CH[1*]C~c[1*]C#N
7b~15,hif2a,4,CCc1ccccc1Cl,N#Cc1cccc(CF)c1CF,c[2*]Cl.CH[1*]C~c[3*]C#N.C[2*]F.C[1*]F
7b~165,hif2a,6,CCc1cc(CO)c(Cl)c(CF)c1CF,N#Cc1c(CN)ccc(CF)c1CF,CH[1*]O.c[3*]Cl.C[4*]F.C[5*]F.CH[2*]C~CH[1*]N.c[4*]C#N.C[3*]F.C[2*]F
7b~163,hif2a,5,CCc1ccc(CCl)c(F)c1CF,N#CCc1cccc(CF)c1F,C[2*]Cl.c[3*]F.CH[4*]F.C[1*]C~C[3*]C#N.c[2*]F.C[1*]F
7b~290,hif2a,6,CCc1cccc(CO)c1Cl,N#Cc1c(CN)cc(CF)c(CF)c1CF,CH[1*]O.c[3*]Cl.CH[2*]C~CH[1*]N.c[4*]C#N.C[2*]F.C[3*]F.C[5*]F
7b~206,hif2a,5,CCc1ccc(CCl)c(F)c1CF,CCc1ccc(C#N)c(CF)c1CF,C[2*]Cl.c[3*]F.CH[4*]F.C[1*]C~c[3*]C#N.C[2*]F.C[1*]F.C[4*]C
7b~289,hif2a,5,CCc1ccc(CCl)c(F)c1CF,N#CCc1cccc(CF)c1F,C[2*]Cl.c[3*]F.CH[4*]F.C[1*]C~CH[3*]C#N.c[1*]F.CH[2*]F
7b~251,hif2a,7,CCc1cccc(Cl)c1SC(F)F,CNSc1c(F)ccc(CF)c1CF,c[2*]Cl.S[3*]C(F)F.CH[1*]C~c[3*]F.S[4*]NC.C[2*]F.C[1*]F
7b~1,hif2a,1,CCc1ccccc1,c1ccccc1,CH[1*]C~
7b~155,hif2a,3,CCc1ccccc1Cl,N#Cc1ccccc1,c[2*]Cl.CH[1*]C~c[1*]C#N
7b~164,hif2a,6,CCc1cc(CO)c(Cl)c(CF)c1CF,N#Cc1c(CN)ccc(CF)c1CF,CH[1*]O.c[3*]Cl.C[5*]F.C[4*]F.CH[2*]C~CH[1*]N.c[4*]C#N.C[3*]F.C[2*]F
7b~167,hif2a,4,Cc1cccc(CF)c1CF,N#Cc1cccc(CF)c1CF,C[2*]F.CH[3*]F.c[1*]C~c[3*]C#N.C[2*]F.C[1*]F
7b~67,hif2a,8,CCc1cccc(Cl)c1S(=O)(=O)C(F)F,N#Cc1ccc(F)c(CF)c1CF,c[3*]Cl.c[2*]S(=O)(=O)C(F)F.CH[1*]C~c[4*]F.C[1*]F.C[2*]F.c[3*]C#N
7b~23,hif2a,2,CCc1ccccc1Cl,OCc1ccccc1F,c[2*]Cl.CH[1*]C~c[2*]F.CH[1*]O
7b~338,hif2a,8,CCc1cccc(Cl)c1SC(F)F,N#Cc1cc(SN)c(CF)c(CF)c1CF,c[2*]Cl.S[3*]C(F)F.CH[1*]C~c[4*]C#N.C[2*]F.CH[3*]F.C[1*]F.S[5*]N
7b~61,hif2a,2,CCc1ccccc1CF,c1ccccc1,C[2*]F.CH[1*]C~
7b~231,hif2a,3,CCc1ccc(CCl)c(F)c1CF,N#Cc1ccccc1CF,C[2*]Cl.c[4*]F.CH[3*]F.C[1*]C~c[2*]C#N.CH[1*]F
7b~254,hif2a,7,CCc1cccc(Cl)c1SC(F)F,CNSc1c(C#N)ccc(CF)c1CF,c[2*]Cl.S[3*]C(F)F.CH[1*]C~c[3*]C#N.S[4*]NC.C[1*]F.C[2*]F
7b~215,hif2a,5,CCc1ccc(CCl)c(F)c1CF,N#Cc1ccc(CCl)c(CF)c1CF,C[2*]Cl.c[4*]F.CH[3*]F.C[1*]C~c[3*]C#N.C[1*]F.C[2*]F.C[4*]Cl
7b~234,hif2a,5,CCc1ccc(CF)c(CF)c1F,N#CCc1cccc(CF)c1F,C[2*]F.CH[4*]F.c[3*]F.C[1*]C~C[3*]C#N.c[1*]F.C[2*]F
156~7a,hif2a,4,N#Cc1ccccc1,CCc1cccc(F)c1Cl,c[1*]C#N~c[2*]F.c[3*]Cl.CH[1*]C
156~15,hif2a,3,c1ccccc1,FCc1cccc(F)c1CF,~C[3*]F.C[2*]F.c[1*]F
156~165,hif2a,4,OCc1cccc(CF)c1CF,NCc1ccc(CF)c(F)c1CF,CH[1*]O.C[3*]F.C[2*]F~CH[1*]N.C[4*]F.c[3*]F.C[2*]F
156~163,hif2a,3,FCc1ccccc1CF,FCc1cccc(CF)c1F,C[1*]F.C[2*]F~C[3*]F.c[2*]F.C[1*]F
156~290,hif2a,5,OCc1ccccc1,NCc1cc(CF)c(CF)c(CF)c1F,CH[1*]O~CH[1*]N.c[4*]F.C[2*]F.C[3*]F.C[5*]F
156~206,hif2a,4,FCc1ccccc1CF,CCc1ccc(CF)c(CF)c1F,C[2*]F.C[1*]F~C[3*]F.C[1*]F.c[2*]F.C[4*]C
156~289,hif2a,3,FCc1ccccc1CF,FCc1cccc(CF)c1F,C[2*]F.C[1*]F~CH[3*]F.c[1*]F.CH[2*]F
156~251,hif2a,9,N#Cc1ccccc1SC(F)F,CNSc1c(F)c(F)cc(CF)c1CF,c[1*]C#N.S[2*]C(F)F~c[3*]F.c[4*]F.S[5*]NC.C[1*]F.C[2*]F
156~1,hif2a,3,N#Cc1ccccc1,Fc1ccccc1Cl,c[1*]C#N~c[1*]F.c[2*]Cl
156~167,hif2a,3,FCc1ccccc1,FCc1cccc(Cl)c1CF,C[1*]F~c[3*]Cl.C[1*]F.C[2*]F
156~23,hif2a,4,N#Cc1ccccc1,OCc1cccc(F)c1F,c[1*]C#N~c[2*]F.c[3*]F.CH[1*]O
156~338,hif2a,7,FC(F)Sc1ccccc1,NSc1cc(F)c(CF)c(CF)c1CF,S[1*]C(F)F~c[4*]F.C[1*]F.CH[3*]F.C[2*]F.S[5*]N
156~61,hif2a,3,N#Cc1ccccc1CF,Fc1ccccc1Cl,c[1*]C#N.C[2*]F~c[1*]F.c[2*]Cl
156~231,hif2a,2,FCc1ccccc1CF,FCc1ccccc1F,C[1*]F.C[2*]F~c[2*]F.CH[1*]F
156~254,hif2a,7,FC(F)Sc1ccccc1,CNSc1c(F)ccc(CF)c1CF,S[1*]C(F)F~c[3*]F.S[4*]NC.C[1*]F.C[2*]F
156~215,hif2a,4,FCc1ccccc1CF,FCc1ccc(CCl)c(F)c1CF,C[2*]F.C[1*]F~C[3*]F.C[1*]F.c[2*]F.C[4*]Cl
156~234,hif2a,3,FCc1ccccc1CF,FCc1cccc(CCl)c1F,C[1*]F.C[2*]F~C[3*]Cl.c[2*]F.C[1*]F
7a~15,hif2a,4,CCc1ccccc1Cl,N#Cc1cccc(CF)c1CF,c[2*]Cl.CH[1*]C~c[3*]C#N.C[1*]F.C[2*]F
7a~163,hif2a,5,CCc1ccc(CCl)c(F)c1CF,N#CCc1cccc(CF)c1F,C[2*]Cl.c[3*]F.CH[4*]F.C[1*]C~C[3*]C#N.c[1*]F.C[2*]F
7a~290,hif2a,6,CCc1cccc(CO)c1Cl,N#Cc1c(CN)cc(CF)c(CF)c1CF,CH[1*]O.c[3*]Cl.CH[2*]C~CH[1*]N.c[4*]C#N.C[3*]F.C[2*]F.C[5*]F
7a~251,hif2a,7,CCc1cccc(Cl)c1SC(F)F,CNSc1c(F)ccc(CF)c1CF,c[2*]Cl.S[3*]C(F)F.CH[1*]C~c[3*]F.S[4*]NC.C[1*]F.C[2*]F
7a~167,hif2a,4,Cc1cccc(CF)c1CF,N#Cc1cccc(CF)c1CF,C[2*]F.CH[3*]F.c[1*]C~c[3*]C#N.C[1*]F.C[2*]F
7a~67,hif2a,8,CCc1cccc(Cl)c1S(=O)(=O)C(F)F,N#Cc1ccc(F)c(CF)c1CF,c[3*]Cl.c[2*]S(=O)(=O)C(F)F.CH[1*]C~c[4*]F.C[2*]F.C[1*]F.c[3*]C#N
7a~338,hif2a,8,CCc1cccc(Cl)c1SC(F)F,N#Cc1cc(SN)c(CF)c(CF)c1CF,c[2*]Cl.S[3*]C(F)F.CH[1*]C~c[4*]C#N.C[1*]F.CH[3*]F.C[2*]F.S[5*]N
7a~254,hif2a,7,CCc1cccc(Cl)c1SC(F)F,CNSc1c(C#N)ccc(CF)c1CF,c[2*]Cl.S[3*]C(F)F.CH[1*]C~c[3*]C#N.S[4*]NC.C[2*]F.C[1*]F
7a~215,hif2a,5,CCc1ccc(CCl)c(F)c1CF,N#Cc1ccc(CCl)c(CF)c1CF,C[2*]Cl.c[3*]F.CH[4*]F.C[1*]C~c[3*]C#N.C[2*]F.C[1*]F.C[4*]Cl
7a~234,hif2a,5,CCc1ccc(CF)c(CF)c1F,N#CCc1cccc(CF)c1F,C[2*]F.CH[3*]F.c[4*]F.C[1*]C~C[3*]C#N.c[1*]F.C[2*]F
15~289,hif2a,3,FCc1cccc(CF)c1CF,FCc1ccccc1,C[2*]F.C[3*]F.C[1*]F~CH[1*]F
15~167,hif2a,2,FCc1ccccc1F,Clc1ccccc1,C[1*]F.c[2*]F~c[1*]Cl
15~61,hif2a,5,N#Cc1ccc(CF)c(CF)c1CF,Clc1ccccc1,c[3*]C#N.C[4*]F.C[2*]F.C[1*]F~c[1*]Cl
15~231,hif2a,3,FCc1cccc(CF)c1CF,c1ccccc1,C[2*]F.C[3*]F.C[1*]F~
15~234,hif2a,3,FCc1cccc(CF)c1F,Clc1ccccc1,C[1*]F.c[3*]F.C[2*]F~c[1*]Cl
165~163,hif2a,1,NCc1ccccc1,OCc1ccccc1,CH[1*]N~CH[1*]O
165~290,hif2a,3,c1ccccc1,FCc1cccc(CF)c1CF,~C[1*]F.C[3*]F.C[2*]F
165~206,hif2a,2,NCc1ccccc1,CCc1ccccc1CO,CH[1*]N~CH[1*]O.C[2*]C
165~289,hif2a,2,NCc1ccccc1CF,OCc1ccccc1CF,CH[1*]N.C[2*]F~CH[1*]O.CH[2*]F
165~251,hif2a,5,CSc1cccc(CN)c1C#N,CNSc1cccc(CO)c1F,CH[1*]N.c[2*]C#N.S[3*]C~CH[1*]O.c[2*]F.S[3*]NC
